student_id,course_id,activity_date,minutes_spent,lessons_completed,progress_pct,last_activity_ts,source_system
S0031,C-HC-210,2026-01-03,51,4,7.67,2026-01-03 16:01:00,lms_canvas
S0031,C-HC-210,2026-01-04,41,1,8.33,2026-01-04 08:13:00,lms_canvas
S0031,C-HC-210,2026-01-06,44,1,12.62,2026-01-06 07:15:00,lms_moodle
S0031,C-HC-210,2026-01-12,15,4,25.56,2026-01-12 21:02:00,lms_canvas
S0031,C-HC-210,2026-01-17,45,0,49.08,2026-01-17 06:22:00,lms_moodle
S0031,C-HC-210,2026-01-23,55,4,31.96,2026-01-23 18:46:00,lms_moodle
S0031,C-HC-210,2026-01-27,21,5,63.43,2026-01-27 16:26:00,lms_canvas
S0031,C-HC-210,2026-02-10,69,1,42.94,2026-02-10 18:30:00,lms_canvas
S0031,C-HC-210,2026-02-20,42,1,66.46,2026-02-20 20:05:00,lms_canvas
S0031,C-HC-210,2026-02-21,34,1,100.00,2026-02-21 10:49:00,lms_canvas
S0032,C-HC-210,2025-11-11,83,4,2.30,2025-11-11 10:36:00,lms_moodle
S0032,C-HC-210,2025-11-17,17,0,10.28,2025-11-17 15:35:00,lms_canvas
S0032,C-HC-210,2025-11-22,68,0,24.83,2025-11-22 11:59:00,lms_moodle
S0032,C-HC-210,2025-11-24,25,0,23.40,2025-11-24 17:22:00,lms_canvas
S0032,C-HC-210,2025-11-27,14,1,43.58,2025-11-27 20:16:00,lms_moodle
S0032,C-HC-210,2025-11-30,37,3,48.31,2025-11-30 10:07:00,lms_moodle
S0032,C-HC-210,2025-12-02,10,2,62.51,2025-12-02 18:26:00,lms_canvas
S0032,C-HC-210,2025-12-03,61,2,48.60,2025-12-03 16:23:00,lms_canvas
S0032,C-HC-210,2025-12-06,57,4,51.30,2025-12-06 07:39:00,lms_canvas
S0032,C-HC-210,2025-12-07,36,5,73.99,2025-12-07 06:09:00,lms_canvas
S0032,C-HC-210,2025-12-18,42,3,51.34,2025-12-18 18:54:00,lms_canvas
S0032,C-HC-210,2025-12-22,33,3,100.00,2025-12-22 08:22:00,lms_moodle
S0032,C-HC-210,2025-12-24,64,5,93.16,2025-12-24 20:06:00,lms_canvas
S0032,C-HC-210,2025-12-28,28,5,59.62,2025-12-28 18:49:00,lms_moodle
S0032,C-HC-210,2025-12-29,30,3,82.87,2025-12-29 16:21:00,lms_moodle
S0032,C-FIN-110,2025-11-08,86,1,3.28,2025-11-08 07:38:00,lms_moodle
S0032,C-FIN-110,2025-11-13,12,2,18.05,2025-11-13 21:13:00,lms_canvas
S0032,C-FIN-110,2025-11-15,32,0,26.15,2025-11-15 19:17:00,lms_moodle
S0032,C-FIN-110,2025-11-23,86,1,19.84,2025-11-23 08:17:00,lms_moodle
S0032,C-FIN-110,2025-12-05,15,2,79.68,2025-12-05 20:55:00,lms_moodle
S0032,C-FIN-110,2025-12-06,72,1,70.18,2025-12-06 14:11:00,lms_canvas
S0032,C-FIN-110,2025-12-10,16,3,57.26,2025-12-10 15:10:00,lms_canvas
S0032,C-FIN-110,2025-12-20,49,3,86.38,2025-12-20 11:44:00,lms_moodle
S0032,C-FIN-110,2025-12-23,50,5,100.00,2025-12-23 06:35:00,lms_canvas
S0032,C-FIN-110,2025-12-27,14,5,100.00,2025-12-27 10:20:00,lms_moodle
S0032,C-FIN-110,2026-01-02,6,1,100.00,2026-01-02 10:31:00,lms_moodle
S0033,C-RE-101,2026-02-10,21,5,0.00,2026-02-10 09:02:00,lms_canvas
S0033,C-RE-101,2026-02-26,29,3,38.29,2026-02-26 11:38:00,lms_moodle
S0033,C-RE-101,2026-03-08,32,2,36.91,2026-03-08 12:43:00,lms_canvas
S0033,C-RE-101,2026-03-10,52,2,28.91,2026-03-10 15:32:00,lms_canvas
S0033,C-RE-101,2026-03-15,68,5,98.94,2026-03-15 19:26:00,lms_moodle
S0033,C-RE-101,2026-03-25,50,4,79.62,2026-03-25 16:07:00,lms_canvas
S0033,C-RE-101,2026-03-28,63,3,80.33,2026-03-28 11:34:00,lms_moodle
S0033,C-RE-101,2026-04-01,53,2,100.00,2026-04-01 19:40:00,lms_moodle
S0033,C-FIN-110,2025-10-19,57,0,1.99,2025-10-19 09:40:00,lms_moodle
S0033,C-FIN-110,2025-10-23,69,4,13.06,2025-10-23 15:54:00,lms_moodle
S0033,C-FIN-110,2025-10-24,32,1,15.32,2025-10-24 18:07:00,lms_canvas
S0033,C-FIN-110,2025-11-26,65,0,66.35,2025-11-26 20:26:00,lms_moodle
S0033,C-FIN-110,2025-11-28,5,2,100.00,2025-11-28 22:18:00,lms_moodle
S0033,C-FIN-110,2025-12-08,89,2,82.35,2025-12-08 19:43:00,lms_canvas
S0033,C-FIN-110,2025-12-10,5,3,56.46,2025-12-10 06:09:00,lms_moodle
S0033,C-FIN-110,2025-12-16,71,5,100.00,2025-12-16 16:10:00,lms_moodle
S0033,C-HC-210,2025-11-19,86,3,8.86,2025-11-19 11:25:00,lms_moodle
S0033,C-HC-210,2025-11-24,71,1,15.00,2025-11-24 09:45:00,lms_canvas
S0033,C-HC-210,2025-11-28,69,0,27.15,2025-11-28 18:53:00,lms_moodle
S0033,C-HC-210,2025-12-11,75,1,72.44,2025-12-11 12:05:00,lms_canvas
S0033,C-HC-210,2025-12-13,8,3,27.62,2025-12-13 10:01:00,lms_canvas
S0033,C-HC-210,2025-12-21,78,3,36.77,2025-12-21 10:29:00,lms_moodle
S0033,C-HC-210,2025-12-22,28,1,82.98,2025-12-22 13:19:00,lms_canvas
S0033,C-HC-210,2025-12-25,73,1,95.65,2025-12-25 18:49:00,lms_moodle
S0033,C-HC-210,2025-12-27,89,0,63.55,2025-12-27 10:40:00,lms_canvas
S0033,C-HC-210,2026-01-06,86,4,100.00,2026-01-06 09:29:00,lms_canvas
S0033,C-HC-210,2026-01-08,18,1,82.94,2026-01-08 11:05:00,lms_canvas
S0033,C-HC-210,2026-01-13,68,2,100.00,2026-01-13 12:25:00,lms_canvas
S0034,C-FIN-110,2025-11-05,85,4,0.00,2025-11-05 09:21:00,lms_moodle
S0034,C-FIN-110,2025-11-06,66,4,2.20,2025-11-06 06:10:00,lms_moodle
S0034,C-FIN-110,2025-11-09,20,1,8.85,2025-11-09 06:33:00,lms_canvas
S0034,C-FIN-110,2025-11-15,32,2,12.30,2025-11-15 12:01:00,lms_moodle
S0034,C-FIN-110,2025-11-16,22,1,12.84,2025-11-16 10:17:00,lms_moodle
S0034,C-FIN-110,2025-11-18,66,1,37.78,2025-11-18 17:45:00,lms_moodle
S0034,C-FIN-110,2025-11-24,64,5,49.74,2025-11-24 19:32:00,lms_moodle
S0034,C-FIN-110,2025-11-25,29,2,26.92,2025-11-25 14:25:00,lms_canvas
S0034,C-FIN-110,2025-11-29,79,4,38.96,2025-11-29 12:46:00,lms_moodle
S0034,C-FIN-110,2025-12-01,60,3,48.03,2025-12-01 14:52:00,lms_moodle
S0034,C-FIN-110,2025-12-03,84,0,62.01,2025-12-03 19:12:00,lms_moodle
S0034,C-FIN-110,2025-12-06,52,5,81.80,2025-12-06 20:10:00,lms_canvas
S0034,C-FIN-110,2025-12-11,70,2,78.25,2025-12-11 15:38:00,lms_moodle
S0034,C-FIN-110,2025-12-15,55,0,49.17,2025-12-15 16:27:00,lms_canvas
S0034,C-FIN-110,2025-12-18,50,1,49.25,2025-12-18 17:23:00,lms_canvas
S0034,C-FIN-110,2025-12-19,45,0,44.85,2025-12-19 06:45:00,lms_moodle
S0034,C-FIN-110,2025-12-25,32,3,100.00,2025-12-25 16:57:00,lms_canvas
S0034,C-FIN-110,2025-12-29,76,0,95.64,2025-12-29 12:33:00,lms_canvas
S0034,C-FIN-110,2025-12-31,18,4,87.14,2025-12-31 08:36:00,lms_moodle
S0034,C-FIN-110,2026-01-01,60,2,100.00,2026-01-01 12:12:00,lms_canvas
S0034,C-RE-101,2025-12-02,64,2,0.00,2025-12-02 18:02:00,lms_canvas
S0034,C-RE-101,2025-12-03,48,5,1.03,2025-12-03 21:06:00,lms_moodle
S0034,C-RE-101,2025-12-04,43,2,3.27,2025-12-04 17:25:00,lms_canvas
S0034,C-RE-101,2025-12-09,76,2,13.91,2025-12-09 07:25:00,lms_moodle
S0034,C-RE-101,2025-12-12,63,3,26.97,2025-12-12 09:53:00,lms_moodle
S0034,C-RE-101,2025-12-17,84,0,15.88,2025-12-17 07:52:00,lms_canvas
S0034,C-RE-101,2025-12-19,22,0,50.78,2025-12-19 19:14:00,lms_canvas
S0034,C-RE-101,2025-12-20,16,1,44.07,2025-12-20 17:52:00,lms_canvas
S0034,C-RE-101,2025-12-22,11,2,55.33,2025-12-22 07:07:00,lms_canvas
S0034,C-RE-101,2025-12-26,43,0,36.66,2025-12-26 18:17:00,lms_canvas
S0034,C-RE-101,2025-12-28,22,4,49.96,2025-12-28 10:20:00,lms_canvas
S0034,C-RE-101,2025-12-30,79,3,63.67,2025-12-30 09:33:00,lms_canvas
S0034,C-RE-101,2026-01-02,78,3,72.00,2026-01-02 14:20:00,lms_moodle
S0034,C-RE-101,2026-01-07,33,0,54.99,2026-01-07 15:45:00,lms_canvas
S0034,C-RE-101,2026-01-08,50,4,98.83,2026-01-08 13:42:00,lms_canvas
S0034,C-RE-101,2026-01-09,14,0,100.00,2026-01-09 07:13:00,lms_canvas
S0034,C-RE-101,2026-01-12,90,1,79.39,2026-01-12 18:12:00,lms_moodle
S0034,C-RE-101,2026-01-16,18,2,63.78,2026-01-16 22:32:00,lms_moodle
S0034,C-RE-101,2026-01-17,44,5,87.77,2026-01-17 10:54:00,lms_canvas
S0034,C-RE-101,2026-01-26,21,1,100.00,2026-01-26 18:28:00,lms_canvas
S0034,C-RE-101,2026-01-23,28,2,1.06,2026-01-23 22:28:00,lms_moodle
S0034,C-RE-101,2026-01-26,38,0,11.42,2026-01-26 08:22:00,lms_moodle
S0034,C-RE-101,2026-01-28,32,1,10.76,2026-01-28 19:32:00,lms_moodle
S0034,C-RE-101,2026-01-29,11,3,10.82,2026-01-29 09:03:00,lms_moodle
S0034,C-RE-101,2026-01-31,59,1,14.29,2026-01-31 18:11:00,lms_moodle
S0034,C-RE-101,2026-02-01,72,4,19.87,2026-02-01 19:06:00,lms_canvas
S0034,C-RE-101,2026-02-03,87,1,35.02,2026-02-03 13:07:00,lms_canvas
S0034,C-RE-101,2026-02-06,9,4,22.99,2026-02-06 08:34:00,lms_canvas
S0034,C-RE-101,2026-02-08,40,1,47.01,2026-02-08 18:25:00,lms_moodle
S0034,C-RE-101,2026-02-10,17,1,46.89,2026-02-10 14:31:00,lms_canvas
S0034,C-RE-101,2026-02-18,26,1,45.77,2026-02-18 15:45:00,lms_moodle
S0034,C-RE-101,2026-02-20,5,0,39.73,2026-02-20 21:47:00,lms_moodle
S0034,C-RE-101,2026-02-27,35,1,58.69,2026-02-27 08:10:00,lms_canvas
S0034,C-RE-101,2026-03-04,47,3,52.63,2026-03-04 06:42:00,lms_moodle
S0034,C-RE-101,2026-03-06,59,2,44.79,2026-03-06 14:56:00,lms_canvas
S0034,C-RE-101,2026-03-11,26,5,100.00,2026-03-11 06:38:00,lms_moodle
S0034,C-RE-101,2026-03-13,65,4,50.10,2026-03-13 13:30:00,lms_canvas
S0035,C-HC-210,2025-10-27,34,4,2.01,2025-10-27 10:49:00,lms_canvas
S0035,C-HC-210,2025-11-13,17,2,46.94,2025-11-13 16:28:00,lms_moodle
S0035,C-HC-210,2025-12-01,49,4,54.53,2025-12-01 21:16:00,lms_moodle
S0035,C-HC-210,2025-12-08,63,0,100.00,2025-12-08 15:45:00,lms_moodle
S0035,C-HC-210,2025-12-17,71,5,100.00,2025-12-17 21:07:00,lms_moodle
S0035,C-HC-210,2025-12-18,71,5,100.00,2025-12-18 10:26:00,lms_canvas
S0035,C-HC-210,2025-12-10,31,5,1.18,2025-12-10 18:40:00,lms_canvas
S0035,C-HC-210,2025-12-24,40,5,35.36,2025-12-24 20:56:00,lms_canvas
S0035,C-HC-210,2025-12-31,38,5,37.35,2025-12-31 16:25:00,lms_moodle
S0035,C-HC-210,2026-01-01,40,2,31.77,2026-01-01 22:44:00,lms_moodle
S0035,C-HC-210,2026-01-05,83,0,50.41,2026-01-05 20:36:00,lms_moodle
S0035,C-HC-210,2026-01-09,41,0,91.11,2026-01-09 21:59:00,lms_canvas
S0035,C-HC-210,2026-01-14,64,5,46.82,2026-01-14 15:39:00,lms_canvas
S0035,C-HC-210,2026-01-22,43,3,69.37,2026-01-22 15:00:00,lms_moodle
S0035,C-HC-210,2026-01-25,10,1,73.60,2026-01-25 09:03:00,lms_moodle
S0035,C-FIN-110,2025-11-28,24,0,0.00,2025-11-28 10:46:00,lms_canvas
S0035,C-FIN-110,2025-12-01,60,4,8.51,2025-12-01 15:14:00,lms_canvas
S0035,C-FIN-110,2025-12-06,65,2,11.98,2025-12-06 18:27:00,lms_moodle
S0035,C-FIN-110,2025-12-14,17,2,45.45,2025-12-14 15:11:00,lms_moodle
S0035,C-FIN-110,2025-12-16,46,4,23.01,2025-12-16 12:16:00,lms_canvas
S0035,C-FIN-110,2025-12-20,58,4,30.78,2025-12-20 15:05:00,lms_moodle
S0035,C-FIN-110,2025-12-25,77,5,51.90,2025-12-25 11:24:00,lms_moodle
S0035,C-FIN-110,2025-12-30,17,1,65.70,2025-12-30 16:32:00,lms_moodle
S0035,C-FIN-110,2026-01-02,64,2,64.94,2026-01-02 19:26:00,lms_moodle
S0035,C-FIN-110,2026-01-09,8,4,44.22,2026-01-09 19:05:00,lms_canvas
S0035,C-FIN-110,2026-01-20,83,2,100.00,2026-01-20 22:23:00,lms_canvas
S0035,C-FIN-110,2026-01-23,84,4,100.00,2026-01-23 15:03:00,lms_moodle
S0035,C-FIN-110,2026-01-24,21,3,100.00,2026-01-24 20:51:00,lms_moodle
S0035,C-FIN-110,2026-01-26,11,0,65.45,2026-01-26 09:21:00,lms_canvas
S0036,C-RE-201,2025-11-21,31,4,3.86,2025-11-21 21:08:00,lms_canvas
S0036,C-RE-201,2025-11-25,86,1,11.21,2025-11-25 15:46:00,lms_canvas
S0036,C-RE-201,2025-12-09,67,4,49.89,2025-12-09 09:04:00,lms_canvas
S0036,C-RE-201,2025-12-18,24,4,82.79,2025-12-18 22:06:00,lms_canvas
S0036,C-RE-201,2025-12-20,31,0,62.32,2025-12-20 22:28:00,lms_moodle
S0036,C-RE-201,2025-12-24,12,0,57.59,2025-12-24 21:11:00,lms_canvas
S0036,C-RE-201,2025-12-25,74,2,97.80,2025-12-25 20:54:00,lms_canvas
S0036,C-RE-201,2025-12-31,60,1,97.71,2025-12-31 11:09:00,lms_canvas
S0036,C-RE-201,2026-01-01,26,4,100.00,2026-01-01 12:30:00,lms_moodle
S0036,C-RE-201,2026-01-02,42,2,100.00,2026-01-02 21:23:00,lms_moodle
S0036,C-RE-201,2026-01-04,55,3,100.00,2026-01-04 09:29:00,lms_moodle
S0036,C-RE-201,2026-01-09,59,1,54.91,2026-01-09 20:07:00,lms_moodle
S0036,C-RE-201,2026-01-11,6,4,86.70,2026-01-11 20:02:00,lms_moodle
S0036,C-RE-201,2026-01-12,22,3,100.00,2026-01-12 20:17:00,lms_canvas
S0036,C-RE-101,2025-12-16,70,0,17.54,2025-12-16 10:22:00,lms_moodle
S0036,C-RE-101,2025-12-25,63,5,59.78,2025-12-25 10:17:00,lms_moodle
S0036,C-RE-101,2025-12-27,55,0,67.98,2025-12-27 21:24:00,lms_moodle
S0036,C-RE-101,2026-01-04,82,5,43.54,2026-01-04 22:49:00,lms_moodle
S0036,C-RE-101,2026-01-05,21,5,54.39,2026-01-05 17:37:00,lms_moodle
S0036,C-RE-101,2026-01-17,13,0,47.66,2026-01-17 11:14:00,lms_canvas
S0036,C-RE-101,2026-01-26,90,0,100.00,2026-01-26 21:20:00,lms_canvas
S0036,C-RE-101,2026-01-27,35,0,100.00,2026-01-27 11:46:00,lms_moodle
S0036,C-RE-101,2026-01-30,58,0,65.18,2026-01-30 14:07:00,lms_canvas
S0036,C-RE-101,2026-01-31,14,3,100.00,2026-01-31 06:59:00,lms_canvas
S0037,C-FIN-110,2025-11-22,33,1,14.91,2025-11-22 19:52:00,lms_canvas
S0037,C-FIN-110,2025-11-24,16,4,8.39,2025-11-24 09:13:00,lms_canvas
S0037,C-FIN-110,2025-11-28,22,0,20.63,2025-11-28 19:36:00,lms_canvas
S0037,C-FIN-110,2025-12-02,48,1,37.84,2025-12-02 22:31:00,lms_canvas
S0037,C-FIN-110,2025-12-04,31,4,47.79,2025-12-04 22:22:00,lms_moodle
S0037,C-FIN-110,2025-12-10,84,4,64.96,2025-12-10 08:28:00,lms_moodle
S0037,C-FIN-110,2025-12-14,85,3,76.94,2025-12-14 08:08:00,lms_moodle
S0037,C-FIN-110,2025-12-17,17,0,61.92,2025-12-17 07:38:00,lms_moodle
S0037,C-FIN-110,2025-12-21,7,1,92.49,2025-12-21 15:59:00,lms_moodle
S0037,C-FIN-110,2025-12-22,54,5,61.77,2025-12-22 11:18:00,lms_canvas
S0037,C-FIN-110,2025-12-26,73,4,59.31,2025-12-26 22:59:00,lms_moodle
S0037,C-FIN-110,2025-12-29,56,4,47.87,2025-12-29 09:37:00,lms_moodle
S0037,C-FIN-110,2025-12-30,38,5,46.64,2025-12-30 16:26:00,lms_moodle
S0037,C-FIN-110,2026-01-06,30,2,100.00,2026-01-06 07:08:00,lms_canvas
S0037,C-FIN-110,2026-01-12,75,5,94.58,2026-01-12 07:15:00,lms_moodle
S0038,C-FIN-110,2025-11-23,9,2,100.00,2025-11-23 19:38:00,lms_canvas
S0038,C-FIN-110,2025-11-26,75,3,100.00,2025-11-26 14:46:00,lms_canvas
S0038,C-FIN-110,2025-12-01,18,0,87.70,2025-12-01 13:41:00,lms_moodle
S0038,C-FIN-110,2025-12-05,60,3,77.13,2025-12-05 13:01:00,lms_canvas
S0038,C-FIN-110,2025-12-08,8,1,100.00,2025-12-08 18:43:00,lms_canvas
S0038,C-FIN-110,2025-12-10,75,3,58.53,2025-12-10 18:44:00,lms_canvas
S0038,C-FIN-110,2025-12-14,60,5,100.00,2025-12-14 10:07:00,lms_moodle
S0038,C-RE-101,2025-12-03,12,1,17.57,2025-12-03 06:14:00,lms_moodle
S0038,C-RE-101,2025-12-12,73,4,22.92,2025-12-12 06:55:00,lms_canvas
S0038,C-RE-101,2025-12-13,12,0,24.49,2025-12-13 20:11:00,lms_moodle
S0038,C-RE-101,2025-12-14,10,2,39.08,2025-12-14 13:18:00,lms_canvas
S0038,C-RE-101,2025-12-18,82,3,52.85,2025-12-18 09:42:00,lms_canvas
S0038,C-RE-101,2025-12-30,14,2,100.00,2025-12-30 12:31:00,lms_moodle
S0038,C-RE-101,2026-01-17,33,3,100.00,2026-01-17 17:49:00,lms_moodle
S0038,C-RE-101,2026-01-19,88,1,100.00,2026-01-19 14:20:00,lms_canvas
S0038,C-RE-101,2025-12-12,40,0,30.96,2025-12-12 10:53:00,lms_canvas
S0038,C-RE-101,2025-12-16,44,5,54.75,2025-12-16 09:23:00,lms_canvas
S0038,C-RE-101,2025-12-21,9,1,74.30,2025-12-21 20:07:00,lms_canvas
S0038,C-RE-101,2025-12-29,68,0,60.08,2025-12-29 18:19:00,lms_canvas
S0038,C-RE-101,2026-01-04,12,2,100.00,2026-01-04 18:31:00,lms_canvas
S0038,C-RE-101,2026-01-16,53,3,100.00,2026-01-16 13:13:00,lms_moodle
S0039,C-RE-201,2025-11-13,8,4,5.02,2025-11-13 16:59:00,lms_moodle
S0039,C-RE-201,2025-11-14,80,1,7.54,2025-11-14 16:46:00,lms_moodle
S0039,C-RE-201,2025-11-30,59,5,54.29,2025-11-30 07:51:00,lms_canvas
S0039,C-RE-201,2025-12-03,75,3,63.91,2025-12-03 15:54:00,lms_moodle
S0039,C-RE-201,2025-12-08,59,4,65.84,2025-12-08 22:16:00,lms_canvas
S0039,C-RE-201,2025-12-15,53,3,84.70,2025-12-15 13:08:00,lms_canvas
S0039,C-RE-201,2025-12-23,40,5,100.00,2025-12-23 08:15:00,lms_moodle
S0039,C-RE-201,2025-12-29,48,4,85.88,2025-12-29 14:23:00,lms_moodle
S0039,C-RE-201,2026-01-07,89,2,100.00,2026-01-07 06:07:00,lms_moodle
S0039,C-RE-201,2026-01-09,77,5,96.88,2026-01-09 14:54:00,lms_canvas
S0039,C-RE-101,2025-10-22,13,3,0.00,2025-10-22 14:16:00,lms_moodle
S0039,C-RE-101,2025-10-23,21,1,2.26,2025-10-23 10:55:00,lms_canvas
S0039,C-RE-101,2025-10-24,34,0,4.62,2025-10-24 11:43:00,lms_moodle
S0039,C-RE-101,2025-10-25,79,2,3.25,2025-10-25 13:03:00,lms_moodle
S0039,C-RE-101,2025-10-27,37,0,11.78,2025-10-27 17:34:00,lms_canvas
S0039,C-RE-101,2025-11-04,81,1,22.09,2025-11-04 08:32:00,lms_moodle
S0039,C-RE-101,2025-11-08,19,4,19.63,2025-11-08 12:20:00,lms_moodle
S0039,C-RE-101,2025-11-11,58,0,45.68,2025-11-11 15:09:00,lms_canvas
S0039,C-RE-101,2025-11-13,46,4,56.68,2025-11-13 16:26:00,lms_moodle
S0039,C-RE-101,2025-11-17,65,2,58.34,2025-11-17 11:23:00,lms_canvas
S0039,C-RE-101,2025-11-19,42,1,79.06,2025-11-19 06:06:00,lms_canvas
S0039,C-RE-101,2025-11-20,45,4,70.51,2025-11-20 22:50:00,lms_moodle
S0039,C-RE-101,2025-11-21,32,3,79.84,2025-11-21 07:42:00,lms_canvas
S0039,C-RE-101,2025-11-26,53,5,40.49,2025-11-26 08:59:00,lms_canvas
S0039,C-RE-101,2025-11-28,77,4,100.00,2025-11-28 19:34:00,lms_canvas
S0039,C-RE-101,2025-11-30,72,0,86.35,2025-11-30 22:33:00,lms_moodle
S0039,C-RE-101,2025-12-01,45,2,55.60,2025-12-01 15:58:00,lms_canvas
S0039,C-RE-101,2025-12-11,47,1,100.00,2025-12-11 17:14:00,lms_moodle
S0039,C-RE-101,2025-12-20,45,5,100.00,2025-12-20 13:28:00,lms_moodle
S0039,C-RE-201,2025-10-22,36,3,9.39,2025-10-22 10:38:00,lms_moodle
S0039,C-RE-201,2025-10-23,41,2,8.14,2025-10-23 08:26:00,lms_moodle
S0039,C-RE-201,2025-10-26,69,1,17.22,2025-10-26 12:57:00,lms_canvas
S0039,C-RE-201,2025-11-01,63,0,18.67,2025-11-01 19:16:00,lms_moodle
S0039,C-RE-201,2025-11-09,17,1,60.26,2025-11-09 19:01:00,lms_canvas
S0039,C-RE-201,2025-11-10,14,1,46.69,2025-11-10 22:58:00,lms_moodle
S0039,C-RE-201,2025-11-13,59,2,32.63,2025-11-13 13:45:00,lms_moodle
S0039,C-RE-201,2025-11-15,20,2,78.26,2025-11-15 16:37:00,lms_canvas
S0039,C-RE-201,2025-11-17,10,0,74.32,2025-11-17 17:28:00,lms_moodle
S0039,C-RE-201,2025-11-19,85,3,79.40,2025-11-19 19:18:00,lms_moodle
S0039,C-RE-201,2025-11-21,22,5,46.47,2025-11-21 22:05:00,lms_canvas
S0039,C-RE-201,2025-11-22,5,4,76.51,2025-11-22 20:24:00,lms_moodle
S0039,C-RE-201,2025-11-23,61,1,72.62,2025-11-23 14:49:00,lms_canvas
S0039,C-RE-201,2025-11-25,34,2,75.49,2025-11-25 07:36:00,lms_moodle
S0039,C-RE-201,2025-11-28,41,2,72.49,2025-11-28 11:09:00,lms_canvas
S0039,C-RE-201,2025-12-07,31,3,100.00,2025-12-07 16:06:00,lms_moodle
S0040,C-FIN-110,2025-12-24,90,2,7.69,2025-12-24 12:35:00,lms_canvas
S0040,C-FIN-110,2025-12-25,8,4,19.64,2025-12-25 12:00:00,lms_moodle
S0040,C-FIN-110,2025-12-28,8,2,14.06,2025-12-28 19:46:00,lms_moodle
S0040,C-FIN-110,2026-01-01,71,1,37.27,2026-01-01 15:58:00,lms_canvas
S0040,C-FIN-110,2026-01-03,20,3,44.44,2026-01-03 21:16:00,lms_canvas
S0040,C-FIN-110,2026-01-04,22,2,41.88,2026-01-04 09:22:00,lms_canvas
S0040,C-FIN-110,2026-01-05,33,5,20.68,2026-01-05 11:32:00,lms_moodle
S0040,C-FIN-110,2026-01-15,40,3,63.31,2026-01-15 22:43:00,lms_canvas
S0040,C-FIN-110,2026-01-18,45,0,57.87,2026-01-18 22:20:00,lms_canvas
S0040,C-FIN-110,2026-01-25,76,5,100.00,2026-01-25 07:40:00,lms_canvas
S0040,C-FIN-110,2026-02-04,36,1,100.00,2026-02-04 13:43:00,lms_canvas
S0040,C-FIN-110,2026-02-09,38,3,69.05,2026-02-09 11:46:00,lms_moodle
S0040,C-FIN-110,2026-02-13,41,1,79.64,2026-02-13 08:33:00,lms_canvas
S0040,C-FIN-110,2026-02-15,5,3,66.94,2026-02-15 12:45:00,lms_canvas
S0040,C-FIN-110,2026-02-07,79,1,36.41,2026-02-07 21:33:00,lms_canvas
S0040,C-FIN-110,2026-02-15,43,1,66.00,2026-02-15 21:31:00,lms_moodle
S0040,C-FIN-110,2026-02-17,81,2,54.26,2026-02-17 15:06:00,lms_canvas
S0040,C-FIN-110,2026-03-02,19,2,71.73,2026-03-02 20:20:00,lms_canvas
S0040,C-FIN-110,2026-03-03,89,3,49.27,2026-03-03 20:20:00,lms_canvas
S0040,C-FIN-110,2026-03-07,49,5,79.03,2026-03-07 10:49:00,lms_moodle
S0041,C-FIN-110,2025-11-07,59,3,1.52,2025-11-07 07:17:00,lms_moodle
S0041,C-FIN-110,2025-11-09,33,2,6.82,2025-11-09 07:19:00,lms_moodle
S0041,C-FIN-110,2025-11-19,57,1,27.89,2025-11-19 11:34:00,lms_canvas
S0041,C-FIN-110,2025-11-21,85,0,43.44,2025-11-21 16:08:00,lms_canvas
S0041,C-FIN-110,2025-11-22,7,3,18.89,2025-11-22 16:58:00,lms_moodle
S0041,C-FIN-110,2025-11-23,75,0,39.27,2025-11-23 22:13:00,lms_moodle
S0041,C-FIN-110,2025-11-24,73,1,53.47,2025-11-24 18:55:00,lms_canvas
S0041,C-FIN-110,2025-11-26,42,1,56.43,2025-11-26 16:26:00,lms_canvas
S0041,C-FIN-110,2025-12-01,75,5,37.44,2025-12-01 06:02:00,lms_canvas
S0041,C-FIN-110,2025-12-02,72,0,52.08,2025-12-02 21:02:00,lms_canvas
S0041,C-FIN-110,2025-12-04,41,2,29.36,2025-12-04 13:02:00,lms_moodle
S0041,C-FIN-110,2025-12-08,20,3,73.94,2025-12-08 10:52:00,lms_moodle
S0041,C-FIN-110,2025-12-11,15,0,40.17,2025-12-11 19:01:00,lms_canvas
S0041,C-FIN-110,2025-12-14,74,4,100.00,2025-12-14 09:47:00,lms_moodle
S0041,C-FIN-110,2025-12-19,29,4,100.00,2025-12-19 16:27:00,lms_canvas
S0041,C-FIN-110,2025-12-22,43,2,88.22,2025-12-22 09:16:00,lms_moodle
S0041,C-FIN-110,2025-12-25,53,2,91.09,2025-12-25 13:26:00,lms_moodle
S0041,C-FIN-110,2025-12-26,66,2,100.00,2025-12-26 22:15:00,lms_moodle
S0041,C-FIN-110,2026-01-02,7,3,100.00,2026-01-02 17:48:00,lms_canvas
S0041,C-FIN-110,2026-01-03,62,1,100.00,2026-01-03 06:25:00,lms_canvas
S0041,C-FIN-110,2026-02-08,23,3,11.16,2026-02-08 21:33:00,lms_canvas
S0041,C-FIN-110,2026-02-09,12,3,9.02,2026-02-09 15:47:00,lms_moodle
S0041,C-FIN-110,2026-02-12,24,0,14.79,2026-02-12 19:55:00,lms_canvas
S0041,C-FIN-110,2026-02-13,39,5,14.18,2026-02-13 21:34:00,lms_moodle
S0041,C-FIN-110,2026-02-16,45,5,19.13,2026-02-16 20:45:00,lms_moodle
